phase_cycle1,phase_cycle2,phase_cycle3
56.309932474020215,111.80140948635183,111.80140948635183
-135.0,-90.0,-90.0
108.43494882292202,116.56505117707799,116.56505117707799
26.56505117707799,-90.0,-90.0
0.0,161.565051177078,161.565051177078
180.0,135.0,135.0
90.0,-26.56505117707799,-26.56505117707799
-45.0,180.0,180.0
161.565051177078,0.0,0.0
135.0,90.0,90.0
63.43494882292201,-108.43494882292202,-108.43494882292202
173.6598082540901,116.56505117707799,116.56505117707799
49.398705354995535,-90.0,-90.0
-157.38013505195957,108.43494882292202,108.43494882292202
33.690067525979785,-138.81407483429035,-138.81407483429035
-143.13010235415598,33.690067525979785,33.690067525979785
-135.0,-126.86989764584402,-126.86989764584402
153.434948822922,-90.0,-90.0
-90.0,-104.03624346792648,-104.03624346792648
180.0,180.0,180.0
161.565051177078,-90.0,-90.0
-104.03624346792648,135.0,135.0
153.434948822922,-81.86989764584403,-81.86989764584403
90.0,135.0,135.0
-135.0,-75.96375653207353,-75.96375653207353
36.86989764584402,135.0,135.0
-128.6598082540901,-75.96375653207353,-75.96375653207353
63.43494882292201,-63.43494882292201,-63.43494882292201
-116.56505117707799,-18.43494882292201,-18.43494882292201
-108.43494882292202,45.0,45.0
-108.43494882292202,-90.0,-90.0
161.565051177078,14.036243467926479,14.036243467926479
-90.0,0.0,0.0
75.96375653207353,26.56505117707799,26.56505117707799
-100.30484646876603,0.0,0.0
63.43494882292201,-45.0,-45.0
-71.56505117707799,45.0,45.0
180.0,-45.0,-45.0
14.036243467926479,180.0,180.0
-45.0,7.125016348901798,7.125016348901798
-90.0,165.96375653207352,165.96375653207352
90.0,26.56505117707799,26.56505117707799
-71.56505117707799,-153.434948822922,-153.434948822922
90.0,36.86989764584402,36.86989764584402
-36.86989764584402,108.43494882292202,108.43494882292202
56.309932474020215,-135.0,-135.0
-18.43494882292201,51.34019174590991,51.34019174590991
45.0,161.565051177078,161.565051177078
63.43494882292201,30.96375653207352,30.96375653207352
-18.43494882292201,165.96375653207352,165.96375653207352
90.0,11.309932474020215,11.309932474020215
90.0,135.0,135.0
90.0,180.0,180.0
21.80140948635181,53.13010235415598,53.13010235415598
-161.565051177078,180.0,180.0
26.56505117707799,30.96375653207352,30.96375653207352
135.0,168.6900675259798,168.6900675259798
-18.43494882292201,111.80140948635183,111.80140948635183
82.8749836510982,-63.43494882292201,-63.43494882292201
-110.55604521958348,111.80140948635183,111.80140948635183
83.6598082540901,-90.0,-90.0
-90.0,120.96375653207352,120.96375653207352
135.0,180.0,180.0
-33.690067525979785,146.30993247402023,146.30993247402023
149.03624346792648,158.19859051364818,158.19859051364818
63.43494882292201,180.0,180.0
180.0,-170.53767779197437,-170.53767779197437
126.86989764584402,-18.43494882292201,-18.43494882292201
0.0,161.565051177078,161.565051177078
165.96375653207352,-26.56505117707799,-26.56505117707799
-99.46232220802563,153.434948822922,153.434948822922
113.1985905136482,-63.43494882292201,-63.43494882292201
-98.13010235415598,159.44395478041653,159.44395478041653
116.56505117707799,-40.60129464500447,-40.60129464500447
-90.0,171.86989764584402,171.86989764584402
-146.30993247402023,0.0,0.0
0.0,-153.434948822922,-153.434948822922
180.0,-26.56505117707799,-26.56505117707799
-126.86989764584402,-158.19859051364818,-158.19859051364818
90.0,-30.96375653207352,-30.96375653207352
-141.34019174590992,180.0,180.0
-90.0,-59.03624346792648,-59.03624346792648
153.434948822922,116.56505117707799,116.56505117707799
-135.0,-56.309932474020215,-56.309932474020215
-90.0,-153.434948822922,-153.434948822922
-161.565051177078,-108.43494882292202,-108.43494882292202
-75.96375653207353,-11.309932474020215,-11.309932474020215
-90.0,-146.30993247402023,-146.30993247402023
-108.43494882292202,-9.462322208025617,-9.462322208025617
-56.309932474020215,-135.0,-135.0
90.0,39.8055710922652,39.8055710922652
-63.43494882292201,-149.03624346792648,-149.03624346792648
-90.0,15.945395900922854,15.945395900922854
45.0,-165.96375653207352,-165.96375653207352
-90.0,0.0,0.0
45.0,116.56505117707799,116.56505117707799
-80.53767779197439,0.0,0.0
-45.0,63.43494882292201,63.43494882292201
90.0,14.036243467926479,14.036243467926479
-53.13010235415598,153.434948822922,153.434948822922
63.43494882292201,0.0,0.0
-45.0,146.30993247402023,146.30993247402023
33.690067525979785,15.945395900922854,15.945395900922854
135.0,-153.434948822922,-153.434948822922
21.80140948635181,56.309932474020215,56.309932474020215
56.309932474020215,-153.434948822922,-153.434948822922
56.309932474020215,71.56505117707799,71.56505117707799
153.434948822922,180.0,180.0
18.43494882292201,97.12501634890181,97.12501634890181
135.0,-36.86989764584402,-36.86989764584402
146.30993247402023,135.0,135.0
0.0,0.0,0.0
126.86989764584402,135.0,135.0
-26.56505117707799,75.96375653207353,75.96375653207353
153.434948822922,180.0,180.0
26.56505117707799,156.80140948635182,156.80140948635182
135.0,-75.96375653207353,-75.96375653207353
63.43494882292201,126.86989764584402,126.86989764584402
116.56505117707799,0.0,0.0
146.30993247402023,146.30993247402023,146.30993247402023
0.0,153.434948822922,153.434948822922
153.434948822922,-71.56505117707799,-71.56505117707799
11.309932474020215,141.34019174590992,141.34019174590992
164.05460409907712,-51.34019174590991,-51.34019174590991
14.036243467926479,119.74488129694222,119.74488129694222
170.53767779197437,-45.0,-45.0
33.690067525979785,-161.565051177078,-161.565051177078
-161.565051177078,45.0,45.0
90.0,-153.434948822922,-153.434948822922
180.0,26.56505117707799,26.56505117707799
126.86989764584402,-170.53767779197437,-170.53767779197437
-78.69006752597979,-36.86989764584402,-36.86989764584402
104.03624346792648,180.0,180.0
-83.6598082540901,-75.96375653207353,-75.96375653207353
158.19859051364818,-30.96375653207352,-30.96375653207352
-56.309932474020215,173.6598082540901,173.6598082540901
-123.6900675259798,-35.53767779197438,-35.53767779197438
-161.565051177078,180.0,180.0
-14.036243467926479,-33.690067525979785,-33.690067525979785
161.565051177078,-126.86989764584402,-126.86989764584402
-80.53767779197439,14.036243467926479,14.036243467926479
90.0,-45.0,-45.0
-120.96375653207352,-33.690067525979785,-33.690067525979785
-26.56505117707799,14.036243467926479,14.036243467926479
-90.0,-90.0,-90.0
-90.0,-26.56505117707799,-26.56505117707799
-33.690067525979785,153.434948822922,153.434948822922
-143.13010235415598,-45.0,-45.0
14.036243467926479,-135.0,-135.0
-80.53767779197439,26.56505117707799,26.56505117707799
78.69006752597979,-126.86989764584402,-126.86989764584402
-51.34019174590991,23.198590513648185,23.198590513648185
0.0,-135.0,-135.0
-33.690067525979785,11.309932474020215,11.309932474020215
-135.0,56.309932474020215,56.309932474020215
11.309932474020215,-90.0,-90.0
-68.19859051364818,71.56505117707799,71.56505117707799
71.56505117707799,-56.309932474020215,-56.309932474020215
-26.56505117707799,74.05460409907715,74.05460409907715
-26.56505117707799,-123.6900675259798,-123.6900675259798
63.43494882292201,45.0,45.0
-90.0,153.434948822922,153.434948822922
45.0,18.43494882292201,18.43494882292201
-153.434948822922,90.0,90.0
21.80140948635181,90.0,90.0
135.0,0.0,0.0
0.0,120.96375653207352,120.96375653207352
135.0,63.43494882292201,63.43494882292201
108.43494882292202,116.56505117707799,116.56505117707799
0.0,126.86989764584402,126.86989764584402
146.30993247402023,153.434948822922,153.434948822922
0.0,33.690067525979785,33.690067525979785
135.0,172.8749836510982,172.8749836510982
75.96375653207353,26.56505117707799,26.56505117707799
-135.0,180.0,180.0
111.80140948635183,-71.56505117707799,-71.56505117707799
-123.6900675259798,158.19859051364818,158.19859051364818
96.34019174590992,180.0,180.0
-126.86989764584402,-18.43494882292201,-18.43494882292201
74.05460409907715,161.565051177078,161.565051177078
-153.434948822922,-90.0,-90.0
45.0,-116.56505117707799,-116.56505117707799
-165.96375653207352,-135.0,-135.0
116.56505117707799,165.96375653207352,165.96375653207352
45.0,-108.43494882292202,-108.43494882292202
-153.434948822922,-135.0,-135.0
135.0,-90.0,-90.0
-108.43494882292202,-45.0,-45.0
75.96375653207353,-108.43494882292202,-108.43494882292202
-135.0,-63.43494882292201,-63.43494882292201
59.03624346792648,45.0,45.0
-149.03624346792648,-126.86989764584402,-126.86989764584402
-11.309932474020215,0.0,0.0
-170.53767779197437,-104.03624346792648,-104.03624346792648
-21.80140948635181,108.43494882292202,108.43494882292202
-165.96375653207352,-39.8055710922652,-39.8055710922652
-53.13010235415598,-171.86989764584402,-171.86989764584402
-135.0,-45.0,-45.0
161.565051177078,0.0,0.0
-30.96375653207352,-63.43494882292201,-63.43494882292201
-135.0,153.434948822922,153.434948822922
33.690067525979785,-9.462322208025617,-9.462322208025617
-38.659808254090095,-146.30993247402023,-146.30993247402023
-135.0,45.0,45.0
-33.690067525979785,-82.8749836510982,-82.8749836510982
-45.0,69.44395478041653,69.44395478041653
-26.56505117707799,-78.69006752597979,-78.69006752597979
0.0,30.96375653207352,30.96375653207352
-45.0,0.0,0.0
63.43494882292201,14.036243467926479,14.036243467926479
0.0,180.0,180.0
-18.43494882292201,-6.340191745909909,-6.340191745909909
90.0,158.19859051364818,158.19859051364818
-21.80140948635181,0.0,0.0
33.690067525979785,153.434948822922,153.434948822922
-33.690067525979785,11.309932474020215,11.309932474020215
0.0,180.0,180.0
11.309932474020215,50.19442890773481,50.19442890773481
108.43494882292202,90.0,90.0
-11.309932474020215,-56.309932474020215,-56.309932474020215
111.80140948635183,90.0,90.0
-36.86989764584402,-26.56505117707799,-26.56505117707799
66.80140948635182,-161.565051177078,-161.565051177078
-71.56505117707799,30.96375653207352,30.96375653207352
90.0,-171.86989764584402,-171.86989764584402
-26.56505117707799,33.690067525979785,33.690067525979785
129.8055710922652,158.19859051364818,158.19859051364818
-14.036243467926479,45.0,45.0
108.43494882292202,141.34019174590992,141.34019174590992
-63.43494882292201,0.0,0.0
116.56505117707799,104.03624346792648,104.03624346792648
-116.56505117707799,-161.565051177078,-161.565051177078
75.96375653207353,108.43494882292202,108.43494882292202
-111.80140948635183,-116.56505117707799,-116.56505117707799
63.43494882292201,90.0,90.0
-161.565051177078,-126.86989764584402,-126.86989764584402
-63.43494882292201,108.43494882292202,108.43494882292202
116.56505117707799,-99.46232220802563,-99.46232220802563
-78.69006752597979,143.13010235415598,143.13010235415598
128.6598082540901,-63.43494882292201,-63.43494882292201
-33.690067525979785,-141.34019174590992,-141.34019174590992
165.96375653207352,-33.690067525979785,-33.690067525979785
180.0,-135.0,-135.0
90.0,123.6900675259798,123.6900675259798
-143.13010235415598,-63.43494882292201,-63.43494882292201
180.0,0.0,0.0
-135.0,-90.0,-90.0
-135.0,-56.309932474020215,-56.309932474020215
-116.56505117707799,-153.434948822922,-153.434948822922
180.0,-90.0,-90.0
-108.43494882292202,56.309932474020215,56.309932474020215
-26.56505117707799,-81.86989764584403,-81.86989764584403
-90.0,56.309932474020215,56.309932474020215
-104.03624346792648,-57.9946167919165,-57.9946167919165
0.0,129.8055710922652,129.8055710922652
180.0,-38.659808254090095,-38.659808254090095
-90.0,0.0,0.0
-90.0,-14.036243467926479,-14.036243467926479
90.0,-116.56505117707799,-116.56505117707799
-81.86989764584403,14.036243467926479,14.036243467926479
45.0,-78.69006752597979,-78.69006752597979
-26.56505117707799,33.690067525979785,33.690067525979785
-116.56505117707799,-45.0,-45.0
0.0,0.0,0.0
-33.690067525979785,-90.0,-90.0
-90.0,63.43494882292201,63.43494882292201
-26.56505117707799,-95.71059313749964,-95.71059313749964
26.56505117707799,51.34019174590991,51.34019174590991
180.0,0.0,0.0
0.0,21.80140948635181,21.80140948635181
0.0,90.0,90.0
90.0,-45.0,-45.0
-45.0,101.30993247402021,101.30993247402021
33.690067525979785,-26.56505117707799,-26.56505117707799
0.0,126.86989764584402,126.86989764584402
-18.43494882292201,0.0,0.0
56.309932474020215,149.03624346792648,149.03624346792648
-71.56505117707799,18.43494882292201,18.43494882292201
83.6598082540901,90.0,90.0
-77.47119229084849,26.56505117707799,26.56505117707799
98.13010235415598,101.30993247402021,101.30993247402021
-80.53767779197439,146.30993247402023,146.30993247402023
95.71059313749964,120.96375653207352,120.96375653207352
-33.690067525979785,-135.0,-135.0
135.0,90.0,90.0
71.56505117707799,180.0,180.0
71.56505117707799,135.0,135.0
116.56505117707799,153.434948822922,153.434948822922
161.565051177078,-135.0,-135.0
90.0,90.0,90.0
-161.565051177078,-168.6900675259798,-168.6900675259798
18.43494882292201,-135.0,-135.0
149.03624346792648,-168.6900675259798,-168.6900675259798
90.0,-116.56505117707799,-116.56505117707799
108.43494882292202,108.43494882292202,108.43494882292202
-116.56505117707799,-105.94539590092286,-105.94539590092286
84.8055710922652,146.30993247402023,146.30993247402023
-109.98310652189998,-135.0,-135.0
110.55604521958348,-108.43494882292202,-108.43494882292202
-53.13010235415598,180.0,180.0
161.565051177078,-90.0,-90.0
-146.30993247402023,153.434948822922,153.434948822922
-90.0,-90.0,-90.0
180.0,-101.30993247402021,-101.30993247402021
-18.43494882292201,108.43494882292202,108.43494882292202
-153.434948822922,-82.8749836510982,-82.8749836510982
116.56505117707799,90.0,90.0
-90.0,-56.309932474020215,-56.309932474020215
180.0,135.0,135.0
-21.80140948635181,-45.0,-45.0
-143.13010235415598,0.0,0.0
-53.13010235415598,-90.0,-90.0
